project_id,verdict,reason,primary_repo,commit,delivered_date,n_delivery_files,own_org_repos,shared_repos,planned_pm
tuxedo,INCLUDED,single separable primary repo + dated delivery,https://github.com/Off-Narrative-Labs/Tuxedo,,2023-05-08,3,Off-Narrative-Labs/Tuxedo;orgs/Off-Narrative-Labs;Off-Narrative-Labs/Tuxedo-Order-Book-Dex-Tutorial,,
TuxedoDApp,INCLUDED,single separable primary repo + dated delivery,https://github.com/mlabs-haskell/TuxedoDapp,,2024-11-07,2,mlabs-haskell/TuxedoDapp;orgs/mlabs-haskell;mlabs-haskell/Tuxedo;Off-Narrative-Labs/Tuxedo,,6.00
tuxedo-parachain,INCLUDED,single separable primary repo + dated delivery,https://github.com/Off-Narrative-Labs/Tuxedo,,2024-04-18,2,Off-Narrative-Labs/Tuxedo;orgs/Off-Narrative-Labs,,
typechain-polkadot,INCLUDED,single separable primary repo + dated delivery,https://github.com/Supercolony-net/typechain-polkadot,,2022-11-10,2,Supercolony-net/typechain-polkadot;727-Ventures/typechain-polkadot,,
typechain-polkadot-follow-up,INCLUDED,single separable primary repo + dated delivery,https://github.com/727-Ventures/typechain-polkadot,,2023-02-22,1,727-Ventures/typechain-polkadot;727-Ventures/openbrush-contracts,,
typechain_revived,INCLUDED,single separable primary repo + dated delivery,https://github.com/C-Forge/typechain-polkadot,221d891bf0f2ab63918a469bc8aaacf40579da79,2024-10-04,2,C-Forge/typechain-polkadot;Pendzl/pendzl;Brushfam/typechain-polkadot,,
typink,INCLUDED,single separable primary repo + dated delivery,https://github.com/dedotdev/typink,,2025-02-03,2,dedotdev/typink;sinzii/psp22-transfer,,4.50
uke_protocol,INCLUDED,single separable primary repo + dated delivery,https://github.com/Uke-Messaging/uke,,2022-11-22,2,Uke-Messaging/uke-pallet;Uke-Messaging/uke,,9.00
unified_collator_node_deployment,INCLUDED,single separable primary repo + dated delivery,https://github.com/for-parity-with-love/unified-collator-node-deployment,,2023-03-21,1,for-parity-with-love/unified-collator-node-deployment,,
universaldot.me,INCLUDED,single separable primary repo + dated delivery,https://github.com/UniversalDot/pallets,,2022-03-30,2,UniversalDot/pallets;UniversalDot/compose-service;UniversalDot/universal-dot-node;UniversalDot/universal-dot-front-end,,10.00
upgradeability,INCLUDED,single separable primary repo + dated delivery,https://github.com/trustfractal/ink-upgrade-template,,2021-03-25,1,trustfractal/ink-upgrade-template,w3f/General-Grants-Program;w3f/Open-Grants-Program,
validated_streams,INCLUDED,single separable primary repo + dated delivery,https://github.com/comrade-coop/validated-streams,,2023-06-27,2,comrade-coop/validated-streams,,3.00
Validator_Monitoring_Service,INCLUDED,single separable primary repo + dated delivery,https://github.com/p2p-org/polkadot_monitoring_service,,2024-03-19,2,p2p-org/polkadot_monitoring_service,,3.00
validators_selection,INCLUDED,single separable primary repo + dated delivery,https://github.com/miepsik/validators_selection,,2023-03-07,1,miepsik/validators_selection,,
validators_selection1,INCLUDED,single separable primary repo + dated delivery,https://github.com/miepsik/validators_selection,,2023-01-17,1,miepsik/validators_selection,,
ventur,INCLUDED,single separable primary repo + dated delivery,https://github.com/Popular-Coding/ventur,,2023-01-13,2,Popular-Coding/ventur,,8.00
vera_defi_phase,INCLUDED,single separable primary repo + dated delivery,https://github.com/veradefi/defi,,2021-07-05,1,veradefi/defi;veradefi/ambrosia,w3f/General-Grants-Program;w3f/Open-Grants-Program,
walt-id_nft-infra,INCLUDED,single separable primary repo + dated delivery,https://github.com/walt-id/waltid-nftkit,,2023-04-26,1,walt-id/waltid-nftkit;walt-id/waltid-walletkit;walt-id/waltid-web-wallet;walt-id/waltid-idpkit,,
wasmedge_substrate,INCLUDED,single separable primary repo + dated delivery,https://github.com/WasmEdge/WasmEdge,,2022-09-19,2,second-state/substrate-wasmedge;WasmEdge/WasmEdge,,
wasm-opt-for-rust,INCLUDED,single separable primary repo + dated delivery,https://github.com/brson/wasm-opt-rs,,2022-11-05,2,brson/wasm-opt-rs;stellar/soroban-cli;xd009642/tarpaulin,paritytech/cargo-contract,
wasm_runtimes_fuzzing,INCLUDED,single separable primary repo + dated delivery,https://github.com/pventuzelo/wasm_runtimes_fuzzing,7b47782f01187571446f2f2d376a1d6183ee68ff,2020-07-16,4,pventuzelo/wasm_runtimes_fuzzing;wasmerio/wasmer,w3f/Open-Grants-Program,
Web3Box,INCLUDED,single separable primary repo + dated delivery,https://github.com/web3box-labs/apps,,2023-02-09,1,web3box-labs/apps,,
web3-compatible-api,INCLUDED,single separable primary repo + dated delivery,https://github.com/PureStake/moonbeam,,2020-07-24,1,PureStake/moonbeam,w3f/Open-Grants-Program;paritytech/frontier,
Web3Go,INCLUDED,single separable primary repo + dated delivery,https://github.com/web3go-xyz/web3go-xyz-v2,,2023-03-23,2,web3go-xyz/web3go-xyz-v2;web3go-xyz/portal-ui;web3go-xyz/portal-service;web3go-xyz/RMRK-Indexer;web3go-xyz/Crowdloan-Indexer;web3go-xyz/moonbeam-balance-indexer,,6.00
webb_extended_mixer,INCLUDED,single separable primary repo + dated delivery,https://github.com/webb-tools/webb-dapp,,2022-06-28,1,webb-tools/webb-dapp;webb-tools/relayer;webb-tools/webb.js,,
Webb_Mixer,INCLUDED,single separable primary repo + dated delivery,https://github.com/webb-tools/anon,,2021-04-29,1,webb-tools/anon;webb-tools/bulletproof-gadgets,w3f/General-Grants-Program;w3f/Open-Grants-Program,20.00
Webb_Mixer_Extended,INCLUDED,single separable primary repo + dated delivery,https://github.com/webb-tools/anon,,2021-10-22,1,webb-tools/anon;webb-tools/arkworks-gadgets,w3f/General-Grants-Program,20.00
WeTEE,INCLUDED,single separable primary repo + dated delivery,https://github.com/wetee-dao/chain,,2024-04-12,3,wetee-dao/chain;wetee-dao/worker;wetee-dao/examples;wetee-dao/libos-entry,,7.00
whiteflag-on-fennel-protocol,INCLUDED,single separable primary repo + dated delivery,https://github.com/fennelLabs/Fennel-Protocol,,2022-08-25,2,fennelLabs/Fennel-Protocol;fennelLabs/fennel-lib;fennelLabs/fennel-cli;fennelLabs/fennel-server;fennelLabs/fennel-api;fennelLabs/fennel-app,,9.00
wika_network,INCLUDED,single separable primary repo + dated delivery,https://github.com/randombishop/wika_etl,,2022-04-18,2,randombishop/wika_etl;randombishop/wika_api,,3.00
Xcavate,INCLUDED,single separable primary repo + dated delivery,https://github.com/XcavateBlockchain/MVP_Lending_Pool,,2023-09-26,1,XcavateBlockchain/MVP_Lending_Pool;XcavateBlockchain/lending_protocol_contracts;XcavateBlockchain/kilt-credentials;XcavateBlockchain/MVP_Frontend;XcavateBlockchain/MVP_Backend;XcavateBlockchain/MVP_Admin,,8.00
xcm-domain-service,INCLUDED,single separable primary repo + dated delivery,https://github.com/azero-id/xcm-domain-service,,2023-10-17,2,azero-id/xcm-domain-service;azero-id/contracts-parachain,,2.00
xcm-sdk,INCLUDED,single separable primary repo + dated delivery,https://github.com/blockcoders/xcm-sdk,,2023-02-24,2,blockcoders/xcm-sdk,,18.00
xcmsend,INCLUDED,single separable primary repo + dated delivery,https://github.com/XcmSend/app-v0.0.1,,2023-11-20,2,XcmSend/app-v0.0.1;XcmSend/app;XcmSend/api,,
xcm-tools,INCLUDED,single separable primary repo + dated delivery,https://github.com/gmajor-encrypt/xcm-tools,,2023-09-25,3,gmajor-encrypt/scale.go;gmajor-encrypt/substrate-api-rpc;itering/substrate-api-rpc;itering/scale.go;gmajor-encrypt/xcm-tools,,
xcm-tools-follow-up,INCLUDED,single separable primary repo + dated delivery,https://github.com/gmajor-encrypt/xcm-tools,,2024-08-27,2,gmajor-encrypt/xcm-tools,,
xcnft,INCLUDED,single separable primary repo + dated delivery,https://github.com/paraspell-research/xcnft-pallet,c6682ecdf2fe9fdc51a678b028d77a0a4e33efa6,2024-11-07,2,paraspell-research/xcnft-pallet;paraspell-research/xcnft-docs,,6.00
xNFT,INCLUDED,single separable primary repo + dated delivery,https://github.com/antiers-solutions/xNFT,,2024-02-29,1,antiers-solutions/xNFT,,6.00
yatima,INCLUDED,single separable primary repo + dated delivery,https://github.com/yatima-inc/yatima,,2021-10-17,3,yatima-inc/Open-Grants-Program;yatima-inc/sp-ipld;yatima-inc/sp-cid;yatima-inc/sp-multihash;yatima-inc/bytecursor;yatima-inc/sp-im,w3f/General-Grants-Program,12.00
yibanchen,INCLUDED,single separable primary repo + dated delivery,https://github.com/YibanChen/yc-node,,2021-11-17,2,YibanChen/yc-node;YibanChen/yibanchen-app;YibanChen/YibanChenAppSeleniumTests,,
yieldscan_phase,INCLUDED,single separable primary repo + dated delivery,https://github.com/yieldscan/yieldscan-frontend,,2021-09-17,1,yieldscan/yieldscan-frontend;yieldscan/yieldscan-backend-crawler;yieldscan/yieldscan-backend-api,,4.50
Zaturn_generic-attestable-oracle-parachain,INCLUDED,single separable primary repo + dated delivery,https://github.com/Acurast/acurast-substrate,,2022-10-19,1,Acurast/acurast-substrate;Acurast/acurast-docs;Acurast/acurast-core;Acurast/data-processor;Acurast/acurast-kotlin-sdk,,
zeeve_larch,INCLUDED,single separable primary repo + dated delivery,https://github.com/Zeeve-App/larch,30aa28681493d92cbdb5d1f56c11063790bc518f,2023-11-03,2,Zeeve-App/larch,,
zenlink,INCLUDED,single separable primary repo + dated delivery,https://github.com/zenlinkpro/whitepaper,,2020-11-08,1,zenlinkpro/whitepaper;zenlinkpro/canvas-node;zenlinkpro/pallet-zenlink,w3f/Open-Grants-Program,
zenlink_dex_smart_contract,INCLUDED,single separable primary repo + dated delivery,https://github.com/zenlinkpro/whitepaper,,2020-12-02,1,zenlinkpro/whitepaper;zenlinkpro/zenlink-dex-contract,w3f/Open-Grants-Program,
ZeroDAO_Network-millestone,INCLUDED,single separable primary repo + dated delivery,https://github.com/ZeroDAO/ZeroDAO-node,,2021-11-18,1,ZeroDAO/ZeroDAO-node;ZeroDAO/experience-app,,
zeropool-2-snjax,INCLUDED,single separable primary repo + dated delivery,https://github.com/zeropoolnetwork/fawkes-crypto,,2023-06-22,1,zeropoolnetwork/fawkes-crypto;zeropoolnetwork/libzeropool;zeropoolnetwork/zeropool-substrate;zeropoolnetwork/zeropool-client-js;zeropoolnetwork/zeropool-support-js,,12.00
zk-plonk,INCLUDED,single separable primary repo + dated delivery,https://github.com/AstarNetwork/plonk,,2022-03-02,1,AstarNetwork/plonk,w3f/General-Grants-Program,13.00
zk-rollups,INCLUDED,single separable primary repo + dated delivery,https://github.com/PlasmNetwork/ZKRollups,,2021-03-22,1,PlasmNetwork/ZKRollups,w3f/General-Grants-Program;w3f/Open-Grants-Program,3.00
ZK-Snarks_with_Substrate_tutorial,INCLUDED,single separable primary repo + dated delivery,https://github.com/bright/zk-snarks-with-substrate,,2023-02-02,2,bright/zk-snarks-with-substrate,,
Zkverse,INCLUDED,single separable primary repo + dated delivery,https://github.com/Zkvers/substrate-zk,,2023-04-18,1,Zkvers/substrate-zk;Zkvers/snarkjs-bellman-adapter,,2.50
zkwasm-rollups-transfer,INCLUDED,single separable primary repo + dated delivery,https://github.com/KogarashiNetwork/Kogarashi,,2024-02-20,2,KogarashiNetwork/Kogarashi;KogarashiNetwork/zksubstrate,,10.00
